"Clean Plaintiff","Plaintiff Type","2010","2011","2012","2013","2014"
"West Washington School Corp.;","Government","10","15","0","5","0"
"Rubicon Real Estate Services, LLC; ","Misc","0","0","0","0","1"
"Equable Ascent Financial / Hilco Receivables","Debt Buyer","658","426","452","10","15"
"Chateau In The Woods Apartments; North Willow Apartments By Collection Assignee Cardinal Accounts; North Willow Apartments; ","Misc","0","1","0","0","0"
"Brookshire Village Homeowners Association Inc.;","Misc","0","0","1","0","0"
"VARIN PROPERTY MGMT.;","Misc","0","0","0","2","0"
"Bunny Properties Llc;","Misc","0","0","2","5","1"
"Burlington Properties;","Misc","0","0","0","0","2"
"Pioneer Jr./Sr. High School;","Government","0","0","0","0","10"
"Meadow Wood Properties Llc;","Misc","0","0","0","0","1"
"EMPIRIAN PROPERTY MANAGEMENT INC as manageing agent for the owner of ARAGON WOOD; ","Misc","1","0","0","0","0"
"Villages of Cobblestone HOA, Inc; ","Misc","0","0","0","3","0"
"Fairmount Mobile Home Community; Park Properties Dba;","Misc","3","2","4","0","0"
"Dunewood Village;","Misc","0","1","3","0","0"
"D U O Properties Inc;","Misc","0","0","0","2","0"
"Summerfield Villages Homeowners'                          ;","Misc","0","0","0","0","1"
"Indiana Real Estate;","Misc","1","2","0","0","0"
"Key Property Management; Thompson;","Misc","0","0","0","1","0"
"Cornett Property Management;","Misc","0","0","0","0","1"
"LY Indy Investment Group as managing agent for the owner of Woodview Terrace Apartments; ","Misc","0","0","0","1","0"
"Gene B. Glick Co., Inc. as managing agent for the owner of Hunt Club Apartments; ","Misc","0","0","0","0","16"
"Discover","Major Bank","3078","1776","1699","1604","1693"
"Stone Lake Lodge Apartments; ","Misc","13","82","55","121","59"
"Vanco Properties; ","Misc","0","0","0","2","0"
"JVM Rlty Corp mngn Mallard Cove Apartments; ","Misc","0","18","0","0","0"
"Payne Village Shopping Center;","Misc","1","0","0","0","0"
"American  Homes 4 Rent Properties Six, LLC; ","Misc","0","0","0","0","1"
"Lakeside Manor HOA, Inc; ","Misc","0","11","1","3","0"
"TOWN OF BEVERLY SHORES INDIANA;","Government","0","0","1","0","0"
"Stratford Place Apartments;","Misc","0","0","2","0","0"
"Village Investments, LLC; ","Misc","0","1","0","0","3"
"Palmyra Properties, LP;","Misc","0","2","0","0","0"
"Baxter Properties LLC; Baxter;","Misc","1","0","0","0","0"
"DL Real Estate LLC; ","Misc","0","0","0","0","1"
"SOUTH BEND REAL ESTATE 4;","Misc","0","0","0","1","0"
"Serene Apartments Assoc;","Misc","1","0","0","0","0"
"Tillwater Pointe Apartments;","Misc","11","23","8","4","3"
"Palmyra Apartments;","Misc","0","0","0","0","2"
"Sheehan Property Mgmt The Masters; ","Misc","0","0","5","0","0"
"Thomas Properties;","Misc","0","0","1","0","0"
"Housing Authority City Of Elkhart;","Government","0","0","1","0","0"
"Chateau In The Woods Apartments By Collection Assignee Cardinal Accounts; Chateau In The Woods Apartments; ","Misc","1","0","0","0","0"
"Scmitz Properties, LLC; ","Misc","0","1","0","0","0"
"Heritage Investors, Llc C/O Dawn Til Dusk Property Mgmt; ","Misc","1","0","0","0","0"
"Summit Circle Property;","Misc","0","1","0","0","0"
"Three Rivers Property Management, LLC;","Misc","0","0","0","0","2"
"Empirian Property Management Agent For Elmtree Park Apts; ","Misc","6","0","0","0","0"
"Emerson Properties LLC; ","Misc","0","0","1","1","1"
"Arbor Green  Apartments; ","Misc","0","3","0","0","0"
"All Natural Properties;","Misc","5","6","10","8","10"
"Property Management Of Lou;","Misc","2","0","0","0","0"
"Chesapeake Landing; M2 Properties LLC Management; ","Misc","0","1","0","0","0"
"C &amp; M Management &amp; Property;","Misc","0","1","0","0","0"
"KIYMAR PROPERTIES LLC/MARCUS D. ANDERSON; ","Misc","0","0","1","0","0"
"Stratford Place  Apartments;","Misc","0","0","1","0","0"
"Rock River Properties;","Misc","0","0","1","0","0"
"Property Management of Louisville; ZS Developer LLC;","Misc","0","2","0","0","0"
"VAN DUYNE PROPERTIES;","Misc","0","0","1","0","0"
"BHAV, LLC; Property Management of Louisville LLC;","Misc","1","0","0","0","0"
"Empirian Property Management Inc for Aragon Woods Apartments; ","Misc","1","0","0","0","0"
"Park Properties Inc.;","Misc","0","0","0","0","1"
"Postal Properties Llc;","Misc","1","1","0","0","0"
"Discover Properties PMG LLP; Gordon; ","Misc","0","0","1","0","0"
"Countryside Village;","Misc","27","37","25","23","24"
"Willow Run Apartments;","Misc","3","4","2","1","1"
"SOUTH BEND REAL ESTATE 4, LLC;","Misc","0","0","0","1","16"
"Larkey Insurance &amp; Real Estate;","Misc","1","0","0","0","0"
"Schaefer Real Estate Holdings, LLC;","Misc","0","1","1","0","2"
"Spanish Oaks Apartments Fka Oaks @ Buck Creek; ","Misc","1","0","0","0","0"
"CRW Property Management;","Misc","0","0","0","1","0"
"Medaris; Mike Duncan Real Estate Group                          ;","Misc","1","0","0","0","0"
"APPLE CREEK PROPERTY OWNERS ASSOCIAITON INC;","Misc","0","0","0","1","0"
"Arrivillaga;","Misc","1","1","0","0","1"
"US REAL ESTATE; ","Misc","0","0","1","0","1"
"D.F.W. Property Management;","Misc","1","0","0","0","0"
"Hamilton Pointe Apartments;","Misc","32","49","48","30","16"
"Gene B. Glick ., Inc. As Managing Agent For The Owner Of Ashton Point Apartments; ","Misc","0","8","0","0","0"
"Corydon Ridge Properties LLC;","Misc","0","0","1","0","0"
"UNLIMITED REAL ESTATE; ","Misc","0","12","33","17","0"
"Indy Christian  Place Apartments; ","Misc","0","0","1","0","0"
"La Esmeralda Apartments LLC; ","Misc","0","1","0","0","0"
"Brickenwood Village LLC; ","Misc","0","0","7","2","3"
"Bingham; Pinnacle Properties Deve Group;","Misc","1","0","0","0","0"
"Garden Homes Realty; Stonegate Apartments; ","Misc","0","1","0","0","0"
"SOUTH BEND REAL ESTATE 3, LLC;","Misc","0","1","0","1","4"
"FLAHERTY &amp; COLLINS PROPERTIES AS MANAGING AGENT FOR LINWOOD SQUARE APARTMENTS; ","Misc","0","0","1","0","0"
"West Haven Commons HOA, Inc; ","Misc","0","0","0","3","0"
"MGK PROPERTIES LLC;","Misc","0","1","0","0","0"
"Heffelfinger Properties LLC;","Misc","0","0","0","1","0"
"Covington Square Apartments","Misc","165","323","231","174","274"
"Ewing Properties;","Misc","1","4","2","0","0"
"AAA Property Service; Hurder;","Misc","0","0","0","1","0"
"Community Medical Association Inc; ","Medical","0","0","0","0","2"
"Troy Avenue Apartments; ","Misc","1","0","0","0","0"
"361 Realty Property Management as managing agent for owner of 360 Realty; ","Misc","1","0","0","0","0"
"HOLLADAY PROPERTY SERV MIDWEST;","Misc","0","0","0","1","0"
"AMERICAN HOME 4 RENT PROPERTIES ONE LLC; ","Misc","0","0","0","0","1"
"Merry Property; Merryman; ","Misc","0","1","0","0","0"
"Mt Helix Property Managment; ","Misc","0","0","3","0","0"
"Burger Properties Llc Wgo Inv; ","Misc","1","0","0","0","0"
"Wj Biddle Properties;","Misc","5","2","4","2","0"
"NEUROLOGY ASSOCIATES OF NWI PC; Porter County Anesthesia;","Medical","0","0","0","1","0"
"Towne Properties Asset Mgtm as mngn Lexington Park Apts; ","Misc","0","0","0","0","2"
"Sceifers Properties, Llc;","Misc","5","2","0","0","0"
"Keystone Prop. Mgmt. Of In., LLC By Advanced Debt Collection, Inc.; Keystone Property Mgmt Of Indiana, Llc; ","Misc","0","0","0","1","0"
"GAYDA PROPERTIES  INC;","Misc","0","1","0","0","0"
"Arobor Manor Properties LLC;","Misc","0","0","0","0","1"
"Medical Center Enterprises/Komyatta; ","Medical","1","0","0","0","0"
"Empirian Property Management, Inc as Managing agent for owner of Ashgrove Apart.; ","Misc","1","0","0","0","0"
"Tara Property Services LLC; ","Misc","0","2","0","0","0"
"T W Thom Properties;","Misc","2","2","0","0","0"
"Flaherty &amp; Collins Properties as Managing Agent For Westlake Apartments; Paulson; ","Misc","0","0","1","0","0"
"Willow Brook West Apartments; ","Misc","0","0","0","1","0"
"DNK2 PROPERTIES  LLC;","Misc","2","0","1","0","0"
"Pinnacle Square Apartments; ","Misc","14","39","21","11","3"
"SETTLERS RUN APARTMENTS BY MANAGING AGENT;","Misc","0","0","0","0","3"
"Batarseh; COSMOPOLITAN ON THE CANAL APARTMENTS; ","Misc","0","1","0","0","0"
"KAREN &amp; VAL'S PROPERTY MANAGE;","Misc","0","0","0","1","0"
"Sherman Gardens Apartments;","Misc","0","0","1","0","0"
"Max Real Estate Property Management; Runaway Bay Apartments; ","Misc","0","0","0","0","1"
"Flaherty Collins Properties as Managing Agent for Westlake Apartments; ","Misc","46","41","0","0","0"
"D &amp; P McDaniel Properties LLC;","Misc","0","0","1","0","0"
"Carmel Landing of Westfield Apartments (Fogelman);","Misc","0","0","0","1","0"
"JMR Property Management;","Misc","0","0","0","0","2"
"Property Solutions, Inc.;","Misc","1","1","1","4","0"
"TC REAL ESTATE SERVICES;","Misc","0","1","10","1","0"
"GUARDIAN PROPERTY MGMT.;","Misc","0","0","1","1","0"
"Martin  Properties Llc Jack;","Misc","0","1","0","0","0"
"Ashley Point Apartments;","Misc","3","2","1","7","2"
"Richardson Properties Llc;","Misc","3","0","0","0","0"
"Circle City Property Partners, LLC; ","Misc","0","0","0","0","1"
"Rocket Properties, LLC; ","Misc","2","0","0","2","2"
"Velocity Investments","Debt Buyer","36","38","58","129","162"
"PLATINUM PROPERTY;","Misc","0","0","1","0","0"
"Arbors At Belleville Park I d/b/a Belleville Park Apartments;","Misc","0","0","0","0","2"
"Colonial Village Apartments;","Misc","6","5","5","8","3"
"Circle City Property Partners,  LLC; ","Misc","0","0","0","2","0"
"Maison Gardens Apartments fka Pinnacle Square Apts; ","Misc","0","0","2","17","1"
"Barrett &amp; Stokely, Inc for Jeffersonian Apartments; ","Misc","2","0","0","0","0"
"ADVANCED DEBT COLLECTION, INC; RENAISSANCE PROPERTY MGT. INC; ","Misc","0","0","1","0","0"
"Waterfront Pointe Apartments; Westpark Townhomes; ","Misc","0","0","0","2","0"
"BEACON HEIGHTS APARTMENTS;","Misc","1","0","1","0","3"
"RCM Phonenix Partners, LLC, d/b/a Keystone North Apartments; ","Misc","0","0","9","0","0"
"SOSUTH BEND COMMUNITY SCHOOLS;","Government","1","0","0","0","0"
"A Step Up Property Management; Delp Dba;","Misc","1","0","0","0","0"
"EQUITY PROPERTY MANAGEMENT, PI;","Misc","0","0","0","5","0"
"Lex Property;","Misc","0","0","0","1","0"
"Thom Properties LLC;","Misc","0","3","7","6","8"
"TOWN OF KOUTS;","Government","0","0","1","0","0"
"Northpoint Village Community Ass'n Inc; ","Misc","0","3","12","0","0"
"Advanced Debt Collection, Inc.; Preferred Properties/Pat Carmichael; ","Misc","0","0","0","0","1"
"American Express","Major Bank","389","173","139","221","224"
"Silver Property Management, Inc.; ","Misc","2","9","9","2","0"
"A&amp;T PROPERTIES, LLC; ","Misc","0","0","0","1","0"
"Complementary Family Medical;","Medical","2","0","0","0","0"
"Pelican Property Services, LLC;","Misc","0","1","0","0","0"
"Deckard Homes and Apartments;","Misc","0","0","0","0","1"
"Dudley Property Mgmt;","Misc","0","0","23","2","0"
"Williamsburg Apartments Llc;","Misc","0","1","0","0","0"
"Deardorf Property Management Inc.;","Misc","0","0","0","0","1"
"SUNSET VILLAGE &amp; RV PARK;","Misc","0","0","2","0","0"
"Rent-Rite Property LLC;","Misc","0","0","0","2","0"
"Aspire Real Estate, LLC; ","Misc","2","1","0","0","0"
"Eminence Community Schools;","Government","7","1","15","0","0"
"Varsity Properties Management Group;","Misc","5","2","0","0","0"
"HERITAGE VALLEY VILLAGE SERVICES ASSC;","Misc","0","0","0","1","0"
"Legends Properties LLC; ","Misc","1","0","0","0","0"
"WLS Real Estate;","Misc","0","0","0","1","0"
"Renaissance Property Mngt. Inc; ","Misc","0","0","0","1","0"
"Conrad Properties; ","Misc","0","1","3","0","0"
"Washington Township Regional Sewage District;","Government","0","8","0","10","2"
"Arbors of South Towne Apartments, LP;","Misc","0","0","0","0","1"
"Broad Ripple Trails Apartments; ","Misc","9","2","0","0","0"
"Advisory Real Estate Group; ","Misc","0","1","1","0","1"
"AH4R Properties Three LLC; ","Misc","0","0","0","0","8"
"The Cottages of Fall Creek; ","Misc","0","0","0","0","152"
"RAM Property; ","Misc","6","0","0","0","0"
"Villa Paree Apartments by Collrction Assignee Accounts Inc.; ","Misc","0","0","0","1","0"
"MIAMI HILLS APARTMENT;","Misc","0","0","1","0","0"
"Empirian Property Management, Inc for Elmtree Park Apartments; ","Misc","1","0","0","0","0"
"Northland Properties Llc;","Misc","0","0","0","1","0"
"ARBOR VILLAGE HOMEOWNERS; ","Misc","0","0","0","0","1"
"Ad-Hobson, LP d/b/a Baldwin Creek Apartments;","Misc","0","0","0","0","1"
"The City Of Evansville ( Evansville Fire Departmen;","Government","3","0","0","0","0"
"PMI Midwest as Managing Agent for Webster Park Apartments; ","Misc","0","0","0","3","1"
"Champions Village HOA, Inc; ","Misc","0","0","0","0","4"
"One Stop Property Management mngn Postbrook East Apts; ","Misc","0","0","0","0","14"
"Beech Grove Village Apartments; ","Misc","32","48","69","50","60"
"Kp Rental Properties;","Misc","0","0","0","1","0"
"WILLIAMSBURG VILLAGES HOA, INC.;","Misc","0","0","0","4","2"
"Orwick Property, LLC;","Misc","2","4","0","0","2"
"Steve Good Properties Inc;","Misc","1","3","0","0","0"
"Pinecrest Manor Apartments;","Misc","3","0","2","3","0"
"Eisaman Roemmich Property;","Misc","0","4","94","19","0"
"Our House Property Management;","Misc","0","1","0","0","0"
"CNC Inv Inc agt for The Cottages of Fall Creek; ","Misc","1","0","0","0","0"
"Jh Property Mangement/ Jon Henhapl; ","Misc","1","0","0","0","0"
"Premium Property Management; ","Misc","0","0","1","0","0"
"Potters Woods Property Owners Assn Inc;","Misc","1","3","0","0","0"
"Wellington Village Apartments Dba Fonseca Apartments Llc; ","Misc","4","7","0","0","0"
"WJM PROPERTY MANAGEMENT, LLC;","Misc","0","1","0","2","0"
"Precision Property Mgmt Co., Inc;","Misc","2","2","0","0","0"
"LAKESIDE POINTE AT NORA APARTMENT; ","Misc","1","0","0","0","0"
"Berkshire II Cumberland Apartments; ","Misc","0","0","0","0","45"
"Fleenor Properties LLC;","Misc","0","0","0","1","0"
"SOUTH BEND REAL ESTATE, LLC.;","Misc","0","0","0","2","1"
"Smith &amp; Missi Propertries;","Misc","0","0","0","0","1"
"Ridgefield Property Owners Assn Inc;","Misc","2","1","0","0","0"
"Hartland Real Estate;","Misc","16","19","4","0","0"
"Dodane Properties I Llc;","Misc","0","0","0","1","0"
"Herman &amp; Kittle Properties, Inc. as Managing Agent for Franklin Place Apartments;","Misc","0","0","0","0","1"
"PROPERTY MD'S HOMEIMPROVEMENT; ","Misc","0","0","0","1","0"
"Catherine M Feilen By Weichert Realtors, Tralee Properties; ","Misc","0","0","0","1","0"
"Ruby Real Estate; ","Misc","0","0","0","1","0"
"Hiday Property Group, Llc;","Misc","0","1","0","0","0"
"Haywood Apartments, LLC; ","Misc","0","1","0","0","0"
"Icon-orchard Hills Apartments;","Misc","2","0","0","0","0"
"SALT CREEK VALLEY COMMONS HOME OWNERS ASSOCIATION, INC.;","Misc","0","0","0","0","1"
"Elkins Apartments.;","Misc","0","0","3","0","0"
"MINION PROPERTIES LLC;","Misc","0","0","0","1","0"
"Penn Harris Madison School Corp;","Government","3","1","3","0","0"
"Winchester Village Apts; ","Misc","0","0","1","0","0"
"Vision Property Management;","Misc","0","2","1","1","9"
"T.P.G. Anesthesiologist;","Medical","0","1","0","0","0"
"R &amp; R Properties, LLC; Ratts;","Misc","1","0","0","0","0"
"The Lodge Apartments; ","Misc","32","45","29","29","46"
"DCR  PROPERTIES; ","Misc","1","0","0","0","0"
"Wildwood Village Apts; ","Misc","16","0","0","0","0"
"AJP REAL ESTATE GROUP, LLC.;","Misc","3","1","2","0","0"
"Reserve Apartments LLC;","Misc","1","0","0","0","2"
"Dynasty Properties; Farmington Hills;","Misc","1","0","0","0","0"
"Town/Warren;","Government","2","2","0","0","0"
"Doll House Rentals by agent assignee Gracie Properties; ","Misc","0","1","0","0","0"
"Bluffton Park Apartments;","Misc","8","9","10","2","5"
"Kline Properties, Inc as agent for Crager-Bartels, LLC; ","Misc","0","1","0","0","0"
"Dayspring Properties, LLC; ","Misc","0","0","1","2","0"
"Reliant Property Management LLC;","Misc","0","0","0","0","1"
"Cartridge City;","Government","8","0","0","0","0"
"MAR MAIN APARTMENTS;","Misc","0","0","2","3","2"
"Beckford Place Apartments;","Misc","5","1","3","0","0"
"Raub's Lane Apartments, LLC;","Misc","0","0","0","1","0"
"Joytron Properties, Llc;","Misc","0","3","1","1","0"
"Northcrest Garden Apartments;","Misc","0","0","0","27","8"
"Lakeside Pointe At  Nora Apartments; Lakewood Lodge Apartments; ","Misc","1","0","0","0","0"
"LT INVESTMENTS PROPERTIES;","Misc","0","1","0","0","0"
"Bridgedale Property Mgmt;","Misc","1","0","0","0","0"
"Zidan Management Group Inc. for Country Lake Apartments; ","Misc","0","0","1","0","0"
"Thorne Rental Property Inc;","Misc","0","0","0","0","2"
"Psp Properties;","Misc","0","2","0","0","0"
"Crescent Pointe Apartments;","Misc","7","0","0","0","0"
"Equity Property Mgmt mngn Castleton Manor Apts; ","Misc","0","0","0","5","0"
"Media Masters Properties, LLC;","Misc","0","1","0","0","0"
"Weaver Woods North Property Owners Association Inc;","Misc","0","0","1","2","0"
"Friedman Real Estate Group;","Misc","0","0","0","0","2"
"Chares A. Beard Memorial School Corp.;","Government","0","0","1","0","0"
"Southern Indiana Real Estate Service LLC;","Misc","0","0","0","0","1"
"Haverland  Properties; ","Misc","0","0","0","0","1"
"Becovic Management as managing agent for the owner of Autumn Trails Apartment Homes; ","Misc","0","0","0","0","1"
"Harbour Pointe Apartments; Jones; ","Misc","0","1","0","0","0"
"Kim Apartment Rental;","Misc","3","0","0","0","0"
"Real Property Sales &amp; Investments; ","Misc","1","1","1","0","1"
"Gene Glick Co as managing agent for the owner of Ashton Pointe Apartments; ","Misc","1","0","0","0","0"
"O Daniel Ranes Inc Dba Colonial Manor Apartments;","Misc","0","0","0","1","1"
"Reed Real Estate;","Misc","10","2","6","9","6"
"Gold Key Property Management;","Misc","0","4","5","0","0"
"Rolling Meadows Iii Lc Dba; Stonecrest Manor;","Misc","1","0","0","0","0"
"KENSARD MANOR APARTMENTS;","Misc","5","7","6","1","0"
"The Village At Armstrong Farms;","Misc","0","0","0","3","0"
